FECHA;LUGAR;ZONA;RUTA;DESAPARECIDO;MUERTO;NOTA;FUENTE;FUENTE2;FUENTE3
03/09/2023;Gandía;Levante;Levante;0;1;Encuentran la pierna de una persona en una playa de Gandía. No se descarta que pueda ser de una persona migrante y que el cuerpo se desmembrase por el paso del tiempo.;https://cutt.ly/Yw1n27Zo;;
08/09/2023;Ibiza;Baleares;Levante;0;1;Aparece en las costas de Ibiza el cuerpo de un joven argelino.;https://cutt.ly/iw1n9azg*;;
08/09/2023;Nador;Marruecos;Alborán;0;3;Las familias de Rafiq Al-Gramawi y Abdul Salam Al-Samour identifican los cuerpos de sus hijos en el hospital de Nador, encontrados en la zona de Beni Enzar. El otro cuerpo pertenece a Rafiq Al-Gharamawi.;"https://cutt.ly/Dw1n9IIg
https://cutt.ly/ow1n9VdL";;
09/09/2023;Ceuta;Ceuta;Ceuta;1;0;Saidi Malik de nacionalidad argelina y con 26 años, ha desaparecido mientras intentaba cruzar a nado el espigón de El Tarajal.;https://cutt.ly/Gw1n96fY;;
11/09/2023;Fuerteventura;Canarias;Canarias;13;0;Caminando Fronteras reporta la muerte de 13. personas -entre ellas 3 mujeres- en la ruta de Canarias.;https://cutt.ly/Uw1n3zqO;;
11/09/2023;Almería;Almería;Alborán;0;1;Encuentran el cuerpo de un hombre en la playa de Carboneras.;https://cutt.ly/Ww1n3ALo;;
11/09/2023;Argelia;Argelia;Alborán;25;0;AlarmPhone reporta el fallecimiento de 25 personas que salieron de Argelia el 11 de septiembre.;https://cutt.ly/dw1n31TY;;
15/09/2023;Nijar - Almería;Almería;Alborán;0;1;Aparece un cadáver en las costas de Níjar en avanzado estado de descomposición.;https://cutt.ly/mw1n8tsA;;
15/09/2023;Mauritania;Mauritania;Canarias;20;1;1 persona fallecida y 20 al menos desaparecidas en el naufragio de un cayuco procedente de Senegal y que naufragó en las costas de Mauritania.;https://cutt.ly/Qw1n8UAH;;
16/09/2023;Almería;Almería;Alborán;0;1;GC rescata un cuerpo sin vida en la costa de Garrucha, en Almería.;https://cutt.ly/mw1n8XCu;;
19/09/2023;Ceuta;Ceuta;Ceuta;0;1;Entierran el cuerpo de un joven de unos 20 o 25 años que apareció en la playa de la Ribera.;https://cutt.ly/Fw1n87I1;;
22/09/2023;TanTan-Marruecos;Marruecos;Canarias;38;0;AlarmPhone reporta la desaparición de 38 personas en el incendio de una embarcación que salió de TanTan. 10 supervivientes interceptados por Marruecos.;https://cutt.ly/Iw1n4lcf;;
22/09/2023;Mauritania-Nouadhibou;Mauritania;Canarias;0;2;Mueren dos hombres de origen subsahariano durante la travesía de una embarcación que llegó a Mauritania.;https://cutt.ly/sw1n4Uk6;;
27/09/2023;Mauritania;Mauritania;Canarias;0;5;Las autoridades de Mauritania confirman la muerte de 5 personas procedentes de Senegal en la interceptación de un cayuco.;https://cutt.ly/0w1n4ZnI;;
28/09/2023;El Puerto de Santa María;Cádiz;Estrecho;0;1;Llega una patera a El Puerto de Santa María con un fallecido. GC detuvo a 35 personas de 50.;https://cutt.ly/Fw1n47DA;;
02/10/2023;Lanzarote;Canarias;Canarias;0;7;Fallecen 7 personas en el naufragio de una patera en Lanzarote.;https://cutt.ly/Cw1n7iWI;;
03/10/2023;Argelia;Argelia;Levante;0;1;OIM reporta que parece el cuerpo de un hombre en las costas argelinas cuando salía en una embarcación rumbo a Baleares.;https://cutt.ly/Kw1mecIu;;
04/10/2023;Layoune;Sahara;Canarias;0;1;Autoridades marroquíes encuentran el cadáver de una persona durante la interceptación de 2 embarcaciones con 234 personas todas procedentes de Senegal.;https://cutt.ly/1w1meAAN;;
08/10/2023;El Aaiún - Sáhara;Sahara;Canarias;54;0;Caminando Fronteras confirma que la embarcación que salió el 8 de octubre desde Senegal naufragó en las costas de El Aaiún. 54 personas fallecidas y solo 4 supervivientes (2 hombres, 1 mujer y su hijo).;https://cutt.ly/1w1meBSY;;
12/10/2023;Argelia;Argelia;Levante;0;1;Aparece el cuerpo de Mohamed Yousfi en Argelia.;https://cutt.ly/pw1me5Jp;;
16/10/2023;Alicante;Levante;Levante;1;0;Desaparece 1 persona de una patera que llegó el 16 de octubre a Alicante.;https://cutt.ly/Hw1mrgvD;;
21/10/2023;Caños de Meca-Barbate;Cádiz;Estrecho;0;1;Fallece un hombre que iba en una patera y fue dejado a 100 metros de la orilla. 7 supervivientes.;https://cutt.ly/8w1mrWgH;;
21/10/2023;Ceuta;Ceuta;Ceuta;1;0;Buscan a Naoufal Alichi de 16 años y procedente de Castillejos, desaparecido cuando intentaba entrar a Ceuta a nado por el espigón del El Tarajal.;https://cutt.ly/Tw1mrCfm;;
21/10/2023;Ceuta;Ceuta;Ceuta;1;0;AMDH Nador reporta la desaparición de Kemosh Adlan, procedente de Argelia, y del que no se tienen noticias desde el 3 de septiembre que entrase a nado a Ceuta.;https://cutt.ly/xw1mr8LG;;
22/10/2023;Ceuta;Ceuta;Ceuta;1;0;Busan a Mohamed Chairi Hatti de 17 años y procedente de Castillejo cuando intentaba entrar en Ceuta a través de El Espigón de El Tarajal.;https://cutt.ly/Vw1mtiLr;;
23/10/2023;Ceuta;Ceuta;Ceuta;1;0;Buscan a Yucef Bazine de 23 años, desaparecido en El Tarajal cuando intentaba entrar a Ceuta a nado.;https://cutt.ly/9w1mtklC;;
23/10/2023;Dajla - Sáhara;Sahara;Canarias;0;3;La Marina Marroquí recupera 3 cuerpos procedentes de Senegal de una embarcación que naufragó cerca de Dajla.;https://cutt.ly/6w1mtTOz;;
24/10/2023;El Hierro;Canarias;Canarias;0;1;Caminando Fronteras reporta el fallecimiento de una persona ayer en el rescate de un cayuco con 87 personas procedentes de Senegal.;https://cutt.ly/Hw1myLUa;;
26/10/2023;Dajla - Sáhara;Sahara;Canarias;0;2;Autoridades marroquíes encuentran 2 cadáveres en la interceptación de una embarcación en la que viajaban 274 personas de origen subsahariano.;https://cutt.ly/7w1mugtc;;
26/10/2023;Mauritania;Mauritania;Canarias;0;5;5 personas fallecen en la interceptación de un cayuco que partió de Senegal con rumbo a Canarias en las aguas de Mauritania.;https://cutt.ly/Uw1muYpA;https://cutt.ly/9w1muZ30;
27/10/2023;Saint Louis-Senegal;Senegal;Canarias;95;6;Naufraga una patera en las costas de Gandiol - Saint Louis (Senegal) y solo se recuperan los 4 cuerpos de niñas. Viajaban unas 100 personas en el cayuco y solo un superviviente. Anteriormente 2 personas fallecieron en circunstancias similares en el pueblo de Karba Barka.;;https://cutt.ly/5w1migl0;
27/10/2023;Tenerife;Canarias;Canarias;0;1;Fallece un menor durante la travesía y 223 son rescatadas por SM;https://cutt.ly/aw1miE09;https://cutt.ly/Xw1miJi9;
28/10/2023;El Hierro;Canarias;Canarias;0;3;"Mueren 3 hombres procedentes de Gambia en El Hierro; uno en el centro de acogida, el segundo mientras era trasladado en helicóptero al hospital y el tercero falleció durante la travesía y fue encontrado en la embarcación.";;https://cutt.ly/hw1mi35l;
29/10/2023;Tenerife;Canarias;Canarias;19;2;Al menos 20 personas fallecen durante la travesía de un cayuco hacia Tenerife (una persona falleció durante el traslado al hospital y la otra, un menor de 13 años se encontraba en la embarcación durante el rescate). Fueron rescatadas 121 personas.;;https://cutt.ly/ww1moatZ;
29/10/2023;Nador;Marruecos;Alborán;0;1;AMDH reporta la muerte de un hombre marroquí al ser perseguido por la marina marroquí en Nador.;;https://cutt.ly/Dw1molI9;
30/10/2023;Tenerife;Canarias;Canarias;0;3;3 personas fallecen durante la travesía de un cayuco procedente de Gambia en el que viajaban 209 personas.;;https://cutt.ly/uw1moXfY;
30/09/2023;Ceuta;Ceuta;Ceuta;1;0;GC y SM buscan a una persona que intentó entrar a nado junto a su hermano y otro chico más por la zona de la Almadraba en Ceuta.;;https://cutt.ly/Iw1mpaVT;
03/11/2023;El Hierro;Canarias;Canarias;0;1;Muere en el traslado al hospital un menor rescatado en un cayuco en El Hierro.;https://cutt.ly/ww1mpDz5;https://cutt.ly/Gw1mpVRR;
04/11/2023;El Hierro;Canarias;Canarias;0;5;Mueren durante el rescate de 739 personas de 4 cayucos, 4 personas en El Hierro. Una quinta persona fallece en el hospital el día 6 de noviembre.;https://cutt.ly/sw1mp7X7;https://cutt.ly/kw1maoI4;
05/11/2023;Mauritania;Mauritania;Canarias;0;13;Autoridades de Senegal confirman la muerte de 13 personas en el naufragio de un cayuco en las costas de Mauritania.;https://cutt.ly/Nw1maljx;;
05/11/2023;Argelia;Argelia;Alborán;11;0;Desaparecen 11 personas en las costas de Argelia. Cruz Roja pone a disposición un correo electrónico para los familiares.;;;
06/11/2023;Mauritania;Mauritania;Canarias;273;2;"Naufraga un cayuco con 300 personas en la frontera marítima entre Senegal y Mauritania. 275 personas perdieron la vida; solo 25 supervivientes.";https://www.aqlame.com/node/24438;https://fr.allafrica.com/stories/202311080301.;
06/11/2023;Ceuta;Ceuta;Ceuta;2;0;Desaparecen Ilyas e Ismail, dos chicos marroquíes desaparecidos en El Estrecho. Salieron 3 y solo uno fue localizado.;;https://cutt.ly/vw1mdce7;
08/11/2023;Argelia;Argelia;Alborán;17;0;Desaparecen 17 personas en las costas de Argelia, entre ellas 2 mujeres y 1 menor.;;https://cutt.ly/bw1mkxNw*;
08/11/2023;Mauritania;Mauritania;Canarias;100;13;OIM Mauritania reporta la muerte de 13 personas -4 hombres, 6 mujeres, 3 menores- de origen senegalés y la desaparición de otras 100 personas en el naufragio de una embarcación en la que hubo 184 supervivientes.;;;https://cutt.ly/cw1mkIMb
09/11/2023;El Hierro;Canarias;Canarias;0;1;Encuentran un cadáver entre las 80 personas rescatadas de un cayuco en El Hierro.;;;https://cutt.ly/Tw1mkBj4
12/11/2023;Ceuta;Ceuta;Ceuta;1;0;Desaparece Mohamed El Sabti de 22 años durante el rescate de la Marina Marroquí cuando intentaba acceder a Ceuta a Nado desde Castillejos.;;;https://cutt.ly/Zw1mk4aI
13/11/2023;Senegal;Senegal;Canarias;213;0;Naufraga un cayuco en las costas de Dakar. Solo 37 supervivientes.;;;https://cutt.ly/zw1mlgS3
13/11/2023;Ceuta;Ceuta;Ceuta;1;0;AMDH Nador reporta la desaparición de un joven argelino, Kimoush Adlan, del que no se tienen noticias desde el intento de entrada a Ceuta a nado.;;;https://cutt.ly/bw1mlQEI*
15/11/2023;Motril;Granada;Alborán;0;1;La armada rescata 36 personas de una patera y traslada a Motril. 1 persona fallecía durante la travesía.;;;https://cutt.ly/sw1mlDK3
15/11/2023;Argelia;Argelia;Levante;19;0;OIM reporta la desaparición de una embarcación con 19 personas procedentes de Argelia y con destino Baleares.;;;https://cutt.ly/9w1mlMg5
16/11/2023;El HIerro;Canarias;Canarias;0;9;Un cayuco llega con una persona fallecida y los supervivientes relatan que 8 personas más fallecieron durante la travesía.;;;"https://cutt.ly/uw1ml500
https://cutt.ly/yw1mzpiC"
17/11/2023;Argelia;Argelia;Alborán;20;8;Naufraga una patera en aguas argelinas con 28 personas a bordo. Sólo aparecen 8 cuerpos, pero no hay ningún superviviente.;;;https://cutt.ly/qw1mzkuY
19/11/2023;Argelia;Argelia;Levante;18;0;OIM reporta la desaparición de 18 personas procedentes de Argelia y con destino Alicante.;;;https://cutt.ly/Ww1mzENb
21/11/2023;Murcia;Levante;Levante;0;1;Aparece el cuerpo de una persona, al parecer de una persona migrante, en la playa de El Hornillo en Águilas -Murcia.;;;https://cutt.ly/Iw1mzFvf
22/11/2023;Ceuta;Ceuta;Ceuta;0;1;GC recupera el cuerpo de un chico de entre 12 y 14 años de origen magrebí de La Almadraba.;;;https://cutt.ly/Tw1mzNIk
22/11/2023;Murcia;Levante;Levante;0;1;Aparece el segundo cadáver de una persona migrante (supuestamente) en la playa de El Hornillo en Águilas.;;;https://cutt.ly/qw1mz67v
21/11/2023;Ibiza;Baleares;Levante;14;0;SM busca una patera con 14 personas que salió de Argel el 15 de noviembre. Argelia no reporta noticias.;;;https://cutt.ly/vw1mxaiX
27/11/2023;Ceuta;Ceuta;Ceuta;1;0;La familia de Mehdi Regragi no sabe nada de su paradero desde hace una semana que intentó cruzar a Ceuta a nado.;;;https://cutt.ly/0w1mxlFP
29/11/2023;Chiclana;Cádiz;Estrecho;0;1;Fallecen 4 personas tras ser arrojados de una patera en Sancti Petri y Camposoto. Aparece un cuerpo en Chiclana.;;;https://cutt.ly/Ww1mxWd8
29/11/2023;San Fernando;Cádiz;Estrecho;0;3;Fallecen 4 personas tras ser arrojados de una patera en Sancti Petri y Camposoto. Aparecen 3 cuerpos en Camposoto - San Fernando.;;;"https://cutt.ly/Ew1mxS6z
https://cutt.ly/xw1mxVqo"
29/11/2023;Ceuta;Ceuta;Estrecho;1;0;AMDH Nador reporta la desaparición de Youssef Bazin, de 23 años y procedente de Argelia, cuando intentó entrar a Ceuta a nado.;;;https://cutt.ly/ew1mx4EJ
01/12/2023;Dajla - Sáhara;Sahara;Canarias;0;3;Fallecen 3 personas durante la travesía de una patera que salió de Dajla. Entre las personas fallecidas hay un hombre, una mujer y una menor de 14 años.;;"https://cutt.ly/Hw1mcaqC
https://cutt.ly/Tw1mcvWU";
03/12/2023;Melilla;Melilla;Melilla;0;1;GC encuentra el cadáver de un joven de origen magrebí en la playa de Horcas Coloradas - Melilla. AMDH Nador reporta que es el cuerpo  Zakaria Bulalam con menos de 20 años.;;"https://cutt.ly/Tw1mcYJZ
https://cutt.ly/Hw1mcLjA";
04/12/2023;Nador;Marruecos;Alborán;0;2;AMDH Nador reporta la aparición de dos cuerpos en Bounidar y en Beni Enzar en avanzado estado de descomposición.;;https://cutt.ly/6w1mcM36;
05/12/2023;Almería;Almería;Alborán;0;1;Muere un hombre de origen magrebí mientras realizaba la travesía en una patera en Almería.;;https://cutt.ly/jw1mvrGD*;
08/12/2023;Mauritania;Mauritania;Canarias;0;41;Aparecen los cuerpos de 41 personas en las costas de Mauritania. Salieron de Gambia el 14 de octubre.;;"https://cutt.ly/Uw1mvdER
https://cutt.ly/Ww1mvxVa";
08/12/2023;San Fernando;Cádiz;Estrecho;0;2;Aparecen 2 cuerpos en la playa de Camposoto - cerca de donde aparecieron los 3 cuerpos del 29 de noviembre - en avanzado estado de descomposición;;https://cutt.ly/kw1mvRAR;
10/12/2023;Argelia;Argelia;Levante;13;0;OIM reporta la desaparición de una embarcación en el mar de Alborán con destino Murcia con 13 personas.;;https://cutt.ly/Bw1mb1t6;
11/12/2023;Argelia;Argelia;Alborán;14;0;OIM reporta la desaparición de una embarcación en el mar de Alborán con 14 personas.;;https://cutt.ly/Nw1mnreI;
12/12/2023;Tenerife;Canarias;Canarias;0;1;Fallece una persona durante el desembarco de un cayuco en Tenerife.;;https://cutt.ly/Zw1mnxBR;
20/12/2023;Gran Canaria;Canarias;Canarias;0;2;Mueren un niño y un adolescente de frio en el cayuco que fue rescatado y trasladado a Gran Canaria. Procedentes de Mali.;;https://cutt.ly/Vw1mnRtj;
22/12/2023;Melilla;Melilla;Melilla;0;1;Muere de hipotermia una persona esperando a cruzar a Melilla.;;https://cutt.ly/Rw1mnDiC*;
23/11/2023;Argelia;Argelia;Alborán;8;3;Se encuentran 3 cuerpos -2 hombres y una mujer- de origen argelino en las costas de Hojret Naji. 8 personas más desaparecidas.;;https://cutt.ly/3w1mnCjR;
29/12/2023;Gran Canaria;Canarias;Canarias;14;0;Al menos 14 personas mueren en el naufragio de una patera en la ruta de Canarias. 44 supervivientes rescatados por Marruecos.;;https://cutt.ly/Lw1mn9Wb;
29/12/2023;Nador;Marruecos;Alborán;0;4;AMDH Nador reporta la muerte de 4 jóvenes, al parecer menores, al intentar acceder por Beni Ensar.;;https://cutt.ly/sw1mmfyb;
29/12/2023;Bojador - Sáhara;Sahara;Canarias;0;4;Marruecos rescata una patera que salió el 27 de diciembre con 56 personas y 2 cadáveres. Otras dos personas más desaparecieron durante la travesía.;;https://cutt.ly/8w1mmT13;
31/12/2023;El Hierro;Canarias;Canarias;38;5;SM rescata un cayuco con 15 supervivientes y 5 cadáveres. Durante la travesía murieron al menos 40 personas más.;;https://cutt.ly/qw1mmJa3;
