1;EXPORT 24JAN24;;MISSING MIGRANTS  - Tracking Deaths Along Migratory Routes;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;;;IOM - International Organization for Migration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;;;www.missingmigrants.iom.int;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;;;Missing Migrants Project is a joint initiative of IOM's Global Migration Data Analysis Centre (GMDAC) and Media and Communications Division (MCD). ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;UNITED case ID nr.;Incident ID;Main ID;Web ID    (old);Region of Incident;Website Date;Number Dead;Minimum Estimated Number of Missing;Total Dead and Missing;Number of Survivors;Number of Females;Number of Males;Number of Children;Region of Origin;Country of Origin;Cause of Death;Article title;Location of Death;Information Source;LAT;LONG;URL;Migration Route;Source Quality;Incident Type;UNSD Geographical Grouping;Reported Date;Reported Year;Reported Month;IOM Coordinates Getallen omdraaien, onderste eerst in FM  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5466;;2016.MMP00075;2016.MMP00075;;Europe;23/01/16;1;;1;;;1;;Northern Africa;Morocco;Vehicle accident / death linked to hazardous transport;Ancona, investimento mortale;Ancona, Italy. Had likely come on ferry from Greece.;Corriere Adriatico;LAT  43.6178474;LONG  13.4913043;http://bit.ly/1WHrois;;1;Incident;Southern Europe;;2016;January;43.6178474, 13.4913043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5467;;2016.MMP00074;2016.MMP00074;;Mediterranean;23/01/16;1;;1;;;1;;Western / Southern Asia (P);Unknown;Drowning;;Found off the north coast of Samos Island, Greece;Hellenic Coast Guard via IOM Athens;LAT  37.7245805;LONG  26.6778283;http://www.hcg.gr/node/11885;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.7245805, 26.6778283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;;2016.MMP00070;2016.MMP00070;;Mediterranean;21/01/16;35;9;44;26;17;7;11;Western / Southern Asia (P);Unknown;Drowning;;Kalymnos, Greece;Hellenic Coast Guard via IOM Greece;LAT  36.9505901;LONG  26.9752129;http://www.hcg.gr/node/11879;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;36.9505901, 26.9752129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;;2016.MMP00067;2016.MMP00067;;Mediterranean;21/01/16;13;11;24;25;4;1;5;Western Asia;Iraq;Drowning;Türkiye To Return Remains Of Refugees To Iraqi Kurdistan;Off Türkiye's western Foça coast, Izmir. En route to Lesvos, Greece;Today's Zaman;LAT  38.7042006;LONG  26.5939167;http://bit.ly/1RN3kLx;Eastern Mediterranean;3;Incident;Uncategorized;;2016;January;38.7042006, 26.5939167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;;2016.MMP00069;2016.MMP00069;;Mediterranean;21/01/16;8;;8;41;2;;6;Western / Southern Asia (P);Unknown;Drowning;;Farmakonisi, Greece;Hellenic Coast Guard via IOM Greece;LAT  37.2910973;LONG  27.073482;http://www.hcg.gr/node/11879;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.2910973, 27.073482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2956;;2016.MMP00057;2016.MMP00057;;Mediterranean;20/01/16;2;;2;46;1;1;1;Western / Southern Asia (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;Two more refugees dead in Aegean, hundreds stranded at Greece-FYROM border;between Türkiye and Lesvos, Greece;Xinhua, The Pappas Post;LAT  39.2825019;LONG  26.4139869;http://bit.ly/1nb4FyJ;Eastern Mediterranean;3;Incident;Uncategorized;;2016;January;39.2825019, 26.4139869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2957;;2016.MMP00063;2016.MMP00063;;Northern Africa;20/01/16;2;;2;;;;;Eastern Africa (P);Unknown;Violence;;Near Kessela, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  15.4558144;LONG  36.3787571;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;15.4558144, 36.3787571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2958;;2016.MMP00065;2016.MMP00065;;Northern Africa;20/01/16;2;;2;;;;;Eastern Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Atbara, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  17.6922271;LONG  33.9762492;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;17.6922271, 33.9762492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5468;;2016.MMP00058;2016.MMP00058;;Europe;20/01/16;1;;1;;;1;;Western / Southern Asia (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;UNHCR alarmed at the plight of refugees and migrants at Bulgaria borders;Western Bulgaria, near Serbian border;UNHCR;LAT  42.8472657;LONG  22.7585621;http://www.unhcr.org/56aa19556.html;Western Balkans;4;Incident;Eastern Europe;;2016;January;42.8472657, 22.7585621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5469;;2016.MMP00064;2016.MMP00064;;Northern Africa;20/01/16;1;;1;;;;;Eastern Africa (P);Unknown;Mixed or unknown;;Shemaliya, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  19.4022552;LONG  27.9053789;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;19.4022552, 27.9053789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;;2016.MMP00055;2016.MMP00055;;Northern Africa;19/01/16;14;;14;;;;;Eastern Africa (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;;Sahara Desert, Kurfra, Libya;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  23.2488413;LONG  19.7242161;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;23.2488413, 19.7242161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
877;;2016.MMP00053;2016.MMP00053;;Mediterranean;18/01/16;1;8;9;;;;;Unknown;Unknown;Drowning;;Channel of Sicily;IOM Italy;LAT  37.0930737;LONG  11.8610189;;Central Mediterranean;4;Incident;Uncategorized;;2016;January;37.0930737, 11.8610189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5470;;2016.MMP00052;2016.MMP00052;;Mediterranean;18/01/16;1;;1;;;;;Western / Southern Asia (P);Unknown;Drowning;;found on Fournoi Island, Greece;HCG;LAT  37.596379;LONG  26.424823;http://www.hcg.gr/node/11863;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.596379, 26.424823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5471;;2016.MMP00051;2016.MMP00051;;Europe;17/01/16;1;;1;;;1;;Southern Asia;India;Harsh environmental conditions / lack of adequate shelter, food, water;Man found dead on Arctic migrant route after waiting in a car for five days in temperatures below minus 30;found in car, on road 2 km from Alakurtti, Russia en route to Finland;The Barents Observer;LAT  66.9299814;LONG  30.2313597;http://bit.ly/1Qi9eDb;;1;Incident;Eastern Europe;;2016;January;66.9299814, 30.2313597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1204;;2016.MMP00046;2016.MMP00046;;Mediterranean;16/01/16;6;;6;1;3;2;;Western / Southern Asia (P);Unknown;Drowning;;washed up on Samos, Greece;Hellenic Coast Guard;LAT  37.7394729;LONG  26.9239091;http://www.hcg.gr/node/11850;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.7394729, 26.9239091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5472;;2016.MMP00049;2016.MMP00049;;Mediterranean;16/01/16;1;;1;;;;;Western / Southern Asia (P);Unknown;Drowning;;washed up on Samos, Greece, in Remataki area;Hellenic Coast Guard;LAT  37.7394729;LONG  26.9239091;http://www.hcg.gr/node/11850;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.7394729, 26.9239091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1570;;2016.MMP00042;2016.MMP00042;;Mediterranean;15/01/16;4;;4;9;;;3;Western / Southern Asia (P);Unknown;Drowning;4 people, including 3 children drown as refugee boat sinks off Türkiye’s Aegean coast;off coast of Ahmetce area of Ayvacik, Türkiye, en route to Lesvos;Daily Sabah;LAT  39.5280925;LONG  26.4957204;http://bit.ly/1ZvuBkR;Eastern Mediterranean;1;Incident;Uncategorized;;2016;January;39.5280925, 26.4957204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2029;;2016.MMP00041;2016.MMP00041;;Mediterranean;15/01/16;3;;3;20;;;3;Western Asia;Iraq,Syrian Arab Republic;Drowning;4 people, including 3 children drown as refugee boat sinks off Türkiye’s Aegean coast;off coast of Agathonisi, near Didim, Türkiye;Hellenic Coast Guard;LAT  37.3450251;LONG  27.2805163;http://bit.ly/1ZvuBkR;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.3450251, 27.2805163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5473;;2016.MMP00043;2016.MMP00043;;Mediterranean;15/01/16;1;;1;63;;;1;Western / Southern Asia (P);Unknown;Mixed or unknown;The Latest: Baby is found dead on Greece migrant boat;after boat reached Farmakonissi, Greece;Hellenic Coast Guard;LAT  37.2910973;LONG  27.073482;http://bit.ly/209Czm1;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.2910973, 27.073482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5474;;2016.MMP00045;2016.MMP00045;;Northern Africa;15/01/16;1;;1;;;;;Eastern Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Khartoum, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  15.5015341;LONG  32.5025561;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;15.5015341, 32.5025561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5475;;2016.MMP00044;2016.MMP00044;;Northern Africa;15/01/16;1;;1;;;;;Eastern Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Sinai, Egypt;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  29.5056218;LONG  33.9750461;http://www.mixedmigration.org/4mi/;;2;Incident;Northern Africa;;2016;January;29.5056218, 33.9750461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205;;2016.MMP00039;2016.MMP00039;;Mediterranean;14/01/16;6;;6;;1;5;;Western / Southern Asia (P);Unknown;Drowning;Nine bodies washed up on Turkish coast as migrants keep crossing;washed up near Seferihisar, Izmir, Türkiye, likely en route to Samos;Reuters;LAT  37.9563279;LONG  26.7408761;https://www.reuters.com/article/us-europe-migrants-Türkiye-idUSKCN0US1GY20160114;Eastern Mediterranean;1;Incident;Uncategorized;;2016;January;37.9563279, 26.7408761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1206;;2016.MMP00040;2016.MMP00040;;Mediterranean;14/01/16;3;3;6;13;3;3;2;Western / Southern Asia (P);Unknown;Drowning;Nine bodies washed up on Turkish coast as migrants keep crossing;near Ayvacik, Türkiye, likely en route to Lesvos;Reuters;LAT  39.6016207;LONG  26.3981865;https://www.reuters.com/article/us-europe-migrants-Türkiye-idUSKCN0US1GY20160114;Eastern Mediterranean;1;Incident;Uncategorized;;2016;January;39.6016207, 26.3981865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5476;;2016.MMP00036;2016.MMP00036;;Northern Africa;12/01/16;1;;1;;;;;Eastern Africa (P);Unknown;Mixed or unknown;;Near to Wadihalfa, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  21.7950029;LONG  31.3237261;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;21.7950029, 31.3237261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;;2016.MMP00030;2016.MMP00030;;Mediterranean;11/01/16;1;8;9;34;9;;;Eastern Africa;Somalia;Drowning;One dead, up to five missing from migrant boat - Italy coastguard;Off the coast of close to the coast of Santa Maria di Leuca, southern Italy;IOM Rome and Reuters;LAT  39.7927782;LONG  18.3508992;http://reut.rs/1OXbHUn;Central Mediterranean;4;Incident;Uncategorized;;2016;January;39.7927782, 18.3508992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2030;;2016.MMP00031;2016.MMP00031;;Mediterranean;11/01/16;3;;3;13;3;;1;Southern Asia;Afghanistan;Drowning;Three migrants die as speedboat capsizes in the Aegean;About 200 meters off the coast of Ayvac?k district, Çanakkale  Province, Türkiye, likely en route to Lesvos, Greece;Do?an News Agency;LAT  39.5198918;LONG  26.3689895;http://bit.ly/1OfGmJ4;Eastern Mediterranean;1;Incident;Uncategorized;;2016;January;39.5198918, 26.3689895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2031;;2016.MMP00027;2016.MMP00027;;Northern Africa;10/01/16;3;;3;;;;;Eastern Africa (P);Unknown;Mixed or unknown;;Sahara Desert, Libya;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  26.0200607;LONG  16.4371791;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;26.0200607, 16.4371791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2959;;2016.MMP00024;2016.MMP00024;;Northern Africa;10/01/16;2;;2;;;;;Eastern Africa (P);Unknown;Sickness / lack of access to adequate healthcare;;Aswan, Egypt;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  23.285107;LONG  31.5204557;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;23.285107, 31.5204557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5477;;2016.MMP00023;2016.MMP00023;;Europe;10/01/16;1;;1;;;1;;Unknown;Unknown;Vehicle accident / death linked to hazardous transport;Body of a man is found still clinging to the landing gear of a plane that had flown to Paris from Brazil;Found at Orly Airport, France. Was on flight from Brazil that landed in Charles de Gaulle on the 10th of January. ;Daily Mail;LAT  48.7262433;LONG  2.3630585;http://dailym.ai/1T7zAIQ;;1;Incident;Western Europe;;2016;January;48.7262433, 2.3630585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5478;;2016.MMP00026;2016.MMP00026;;Northern Africa;10/01/16;1;;1;;;;;Eastern Africa (P);Unknown;Mixed or unknown;;Aswan, Egypt;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  23.285107;LONG  31.5204557;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;23.285107, 31.5204557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2960;;2016.MMP00018;2016.MMP00018;;Northern Africa;08/01/16;2;;2;;;;;Eastern Africa (P);Unknown;Mixed or unknown;;Shemaliya, Sudan;Mixed Migration Monitoring Mechanism Initative (4mi);LAT  19.4022552;LONG  27.9053789;http://www.mixedmigration.org/4mi/;Sahara Desert crossing;2;Incident;Northern Africa;;2016;January;19.4022552, 27.9053789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5479;;2016.MMP00014;2016.MMP00014;;Mediterranean;08/01/16;1;;1;;;;;Western / Southern Asia (P);Unknown;Drowning;;Found on the coast of Lesvos Island, Greece, Mithimna port. ;Hellenic Coast Guard;LAT  39.3663305;LONG  26.135897;http://www.hcg.gr/node/11813;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;39.3663305, 26.135897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5480;;2016.MMP00016;2016.MMP00016;;Mediterranean;08/01/16;1;;1;;;1;1;Northern Africa;Morocco;Drowning; ;Port of Melilla, near a boat that was travelling to Almeria, Spain;Asociación Pro Derechos Humanos de Andalucía;LAT  35.2850613;LONG  -2.933977;http://bit.ly/1ORw1Xk;Western Mediterranean;3;Incident;Uncategorized;;2016;January;35.2850613, -2.933977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;;2016.MMP00013;2016.MMP00013;;Mediterranean;05/01/16;36;;36;8;2;;3;Mixed;Algeria,Iraq,Syrian Arab Republic;Drowning;36 migrants killed in 2 boat disasters off Türkiye;Washed up on the shore of Ayvalik, and nearby Dikili, Türkiye or found in the sea nearby. Most on Ayvalik with 10 -12 on Dikili. Likely en route to Lesvos, Greece;AP, Action Group for Palestinians of Syria;LAT  39.0776862;LONG  26.8860692;http://dailym.ai/1mCKbi8;Eastern Mediterranean;4;Incident;Uncategorized;;2016;January;39.0776862, 26.8860692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5481;;2016.MMP00011;2016.MMP00011;;Mediterranean;05/01/16;1;;1;;1;;;Mixed;Unknown;Drowning;;Found on Ikaria Island, Greece. Avlaki beach;Hellenic Coast Guard, via IOM Athens ;LAT  37.596379;LONG  26.424823;http://www.hcg.gr/node/11806;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.596379, 26.424823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5482;;2016.MMP00012;2016.MMP00012;;Mediterranean;05/01/16;1;;1;;1;;1;Western / Southern Asia (P);Unknown;Drowning;;Found on Ikaria Island, Greece. Aginola beach;Hellenic Coast Guard;LAT  37.596379;LONG  26.424823;http://www.hcg.gr/node/11806;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.596379, 26.424823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2032;;2016.MMP00008;2016.MMP00008;;Mediterranean;04/01/16;3;;3;;;3;;Sub-Saharan Africa (P);Unknown;Drowning;Maroc : Au moins 3 subsahariens morts à la frontière avec Ceuta;Morocco-Spain border, between the towns of Belyounech, Morocco and Benzú, Spain;Yabiladi, Público;LAT  37.0029535;LONG  -1.4279286;http://bit.ly/1Yvkca7;Western Mediterranean;3;Incident;Uncategorized;;2016;January;37.0029535, -1.4279286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5483;;2016.MMP00005;2016.MMP00005;;Mediterranean;04/01/16;1;;1;;;;;Western / Southern Asia (P);Unknown;Drowning;;Found on Samos Island, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.7245805;LONG  26.6778283;http://www.hcg.gr/node/11802;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.7245805, 26.6778283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5484;;2016.MMP00006;2016.MMP00006;;Mediterranean;04/01/16;1;;1;;1;;;Western / Southern Asia (P);Unknown;Drowning;;Found on Fournoi Island, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.596379;LONG  26.424823;http://www.hcg.gr/node/11806;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.596379, 26.424823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5485;;2016.MMP00007;2016.MMP00007;;Mediterranean;04/01/16;1;;1;;;1;;Western / Southern Asia (P);Unknown;Drowning;;Found on Tinos Island, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.5381845;LONG  25.1580607;http://www.hcg.gr/node/11806;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.5381845, 25.1580607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5486;;2016.MMP007834;2016.MMP007834;;Europe;03/01/16;1;;1;;;1;1;Southern Asia;Afghanistan;Vehicle accident / death linked to hazardous transport;Calais ‘Jungle’: anger over fate of child refugees denied UK asylum hearing;Remains recovered in lorry near Dunkirk, France;The Guardian, Insititue for Race Relations;LAT  51.02185801;LONG  2.3568635803;https://archive.ph/hK8HW#selection-795.0-799.31;English Channel to the UK;4;Incident;Western Europe;;2016;January;51.02185801, 2.3568635803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;;2016.MMP00004;2016.MMP00004;;Mediterranean;02/01/16;4;;4;;1;3;;Western / Southern Asia (P);Unknown;Drowning;;Found on Fournoi Island, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.596379;LONG  26.424823;http://www.hcg.gr/node/11797;Eastern Mediterranean;5;Incident;Uncategorized;;2016;January;37.596379, 26.424823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5487;;2016.MMP00001;2016.MMP00001;;Mediterranean;02/01/16;1;;1;39;;1;1;Western Asia;Syrian Arab Republic;Drowning;Syrian Two-Year-Old is First Refugee Victim of 2016;Near Agathonisi island, Greece. Boat hit rocks on tiny Nera island next to Agathonisi. ;IOM Athens and Migrant Report;LAT  37.4578641;LONG  26.9379225;http://bit.ly/1mZztmm;Eastern Mediterranean;4;Incident;Uncategorized;;2016;January;37.4578641, 26.9379225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5488;;2016.MMP00003;2016.MMP00003;;Mediterranean;02/01/16;1;;1;;;1;;Sub-Saharan Africa (P);Unknown;Drowning;Hallado el cadáver de un inmigrante subsahariano en aguas de Ceuta;Body found on Benzú beach, near the Morocco-Spain border;El Mundo;LAT  35.9441719;LONG  -5.6963732;http://bit.ly/1W83zj4;Western Mediterranean;1;Incident;Uncategorized;;2016;January;35.9441719, -5.6963732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;;2015.MMP01511;2015.MMP01511;;Mayotte;31/12/15;8;27;35;;;;;Eastern Africa;Comoros;Drowning;;Unspecified location between Comoros and Mayotte;Institut National de la Statistique, des Etudes Economiques et Démographiques (INSEED) des Comores;LAT  -12.565108;LONG  44.862988;;Sea crossings to Mayotte;5;Cumulative Incident;Eastern Africa;;2015;December;-12.565108, 44.862988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1572;;2015.MMP00803;2015.MMP00803;;Northern Africa;31/12/15;4;;4;;;;;Unknown;Unknown;Violence;MHub Survey Data Italy 2017;Sabha, Libya;MHub;LAT  27.4979707;LONG  14.518289;;Sahara Desert crossing;2;Incident;Northern Africa;;2015;December;27.4979707, 14.518289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2961;;2015.MMP00808;2015.MMP00808;;Europe;31/12/15;2;;2;;;2;;Western Asia;Iraq;Harsh environmental conditions / lack of adequate shelter, food, water;Asylum seeking children whose dad froze to death in terrifying journey from Iraq to Swansea now face deportation;Unspecified location in Bulgaria;Whales Online;LAT  43.080295;LONG  23.703613;http://bit.ly/2oi2c7M;Western Balkans;1;Cumulative Incident;Eastern Europe;;2015;December;43.080295, 23.703613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078;;2015.MMP00804;2015.MMP00804;;Mediterranean;30/12/15;7;;7;;;;;Unknown;Unknown;Drowning;;Bodies recovered near Zarzis or Ben Gardane, Tunisia;IOM Tunisia;LAT  33.547016;LONG  11.098013;;Central Mediterranean;4;Cumulative Incident;Uncategorized;;2015;December;33.547016, 11.098013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2962;;2015.MMP00792;2015.MMP00792;;Mediterranean;30/12/15;2;;2;;1;1;;Western / Southern Asia (P);Unknown;Drowning;El texto original de Éste artículo fue publicado por Agencia Quadratín en la siguiente dirección: https://queretaro.quadratin.com.mx/Hallan-sin-vida-inmigrante-salvadoreno-estacion-Chiapas/?platform=hootsuite;Found on Samos Island, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.757877;LONG  27.028391;http://www.hcg.gr/node/11750;Eastern Mediterranean;5;Incident;Uncategorized;;2015;December;37.757877, 27.028391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1573;;2015.MMP00786;2015.MMP00786;;Mediterranean;28/12/15;4;;4;;3;1;1;Western / Southern Asia (P);Unknown;Drowning;;Found on island of Fournoi, Greece;Hellenic Coast Guard, via IOM Athens ;LAT  37.551464;LONG  26.507867;http://www.hcg.gr/node/11744;Eastern Mediterranean;5;Incident;Uncategorized;;2015;December;37.551464, 26.507867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5489;;2015.MMP00787;2015.MMP00787;;Europe;28/12/15;1;;1;;;;;Southern Asia;Afghanistan;Vehicle accident / death linked to hazardous transport;Hallan a inmigrante muerto en un camión al norte de Francia;Motorway near Dunkirque, France;El Siglo de Torreon;LAT  51.016352;LONG  2.399438;http://bit.ly/24taPcp;English Channel to the UK;3;Incident;Western Europe;;2015;December;51.016352, 2.399438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
