Event id;Date;Year;Description;Location;Source;Source URL;Data set;Del Grande ID;Dead and missing;crossing-to;crossing-from;death-in;lng;lat;route;Cause of death
1043;06/06/2003 02:00;2003;Small boat collides on the rocks in Salobrena, 2 dead (Jun 6, 2003);salobre;El Mundo;http://www.elmundo.es/elmundo/2003/06/05/sociedad/1054793675.html;Del grande;591;2;;;Spain;-2.549821;38.592861;Western Mediteranean route;
1042;06/06/2003 02:00;2003;Catches fire started from a kwassa kwassa Domains, Anjouan and Mayotte to direct, 4 dead (Jun 6, 2003);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;592;4;;;Comoros;45.166244;-12.8275;;
1041;11/06/2003 02:00;2003;Rescued a boat 800 meters off the coast of Tuineje Fuerteventura in the Canary Islands. During the transhipment boat capsizes and die 9 people. One of the bodies is lost at sea (Jun 11, 2003);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/Hallados/cadaveres/inmigrantes/naufragaron/Fuerteventura/elpepuesp/20030610elpepunac_1/Tes;Del grande;593;9;;;Spain;-14.053676;28.358744;Western African route;
1038;19/06/2003 02:00;2003;According to the Ghanaian embassy in Tripoli, at least 200 young Ghanaians would have died of dehydration crossing the Sahara desert in Niger to enter Libya between January and June 2003 (Jun 19, 2003);tripoli;Modern Ghana;"http://www.modernghana.com/GhanaHome/NewsArchive/news_details.asp?id=VFhwWmVFOVVZejA9&type=&section=&gender=General_News&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;menu_id=1&menu_id2=0&sub_menu_id=0";Del grande;596;200;;;Libya;13.187507;32.876174;Central Mediteranean route;
1036;25/06/2003 02:00;2003;Found on the beaches of Ceuta the corpse of a man drowned trying to swim to the Spanish enclave (Jun 25, 2003);ceuta;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/Tarifa/Ceuta/otros/86/llegan/costa/elpepiesp/20030625elpepinac_27/Tes;Del grande;598;1;;;Spain;-5.324636;35.888384;Western Mediteranean route;
1034;29/06/2003 02:00;2003;Off Cap Bon sinking boat heading towards Lampedusa, 3 dead, 35 survivors (Jun 29, 2003);lampedusa;La Repubblica;http://www.repubblica.it/online/cronaca/sbarcoquattro/tunisia/tunisia.html;Del grande;600;3;;;Tunisia;12.59292;35.508622;Central Mediteranean route;
1031;15/07/2003 02:00;2003;Found in the waters of the English Channel, the bodies of two men drowned during the crossing to England (Jul 15, 2003);england;Irr;http://docs.google.com/viewer?url=http://www.strangersintocitizens.org.uk/Regularization/Driventodesperatemeasures.pdf;Del grande;603;2;;;Great Britain;-1.17432;52.355518;;
1027;01/08/2003 02:00;2003;Shipwreck off the coast of Fuerteventura, in the Canary Islands. Recovered 10 dead bodies along the coasts of the island (Aug 1, 2003);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/Recuperados/cuerpos/inmigrantes/nuevo/naufragio/Fuerteventura/elpepuesp/20030801elpepunac_6/Tes;Del grande;607;10;;;Spain;-14.053676;28.358744;Western African route;
1025;03/08/2003 02:00;2003;Death of dehydration in the desert 1600 km south of Algiers, in Tamanrasset to Assuf Mellane, 23 people, including 11 women, were directed towards the Mediterranean into Europe, (Aug 3, 2003);algiers;Ansa;http://dea.ansa.it/;Del grande;609;23;;;Algeria;3.042048;36.752887;Western Mediteranean route;
1022;18/08/2003 02:00;2003;In Dorset, is found dead in a truck, crushed by a container, where it was hidden to arrive in England (Aug 18, 2003);england;BBC News;http://news.bbc.co.uk/2/hi/uk_news/england/hampshire/dorset/3158053.stm;Del grande;612;1;;;Great Britain;-1.17432;52.355518;;
1020;31/08/2003 02:00;2003;Rif Raf and direct game to Lampedusa, an overloaded boat sank off. 2 dead, 2 missing (Aug 31, 2003);lampedusa;Di-ve.com (Malta);http://www.di-ve.com/dive/portal/portal.jhtml?id=103449&pid=23;Del grande;614;4;;;Tunisia;12.59292;35.508622;Central Mediteranean route;
1019;08/09/2003 02:00;2003;Landing in Fuerteventura, Canary Islands. A man falls overboard from a boat and drowned (Sep 8, 2003);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/inmigrante/muerto/111/detenidos/Fuerteventura/fin/semana/elpepiesp/20030908elpepinac_8/Tes;Del grande;615;1;;;Spain;-14.053676;28.358744;Western African route;
1017;18/09/2003 02:00;2003;Rescued a ship off the island of Lesbos, at least one woman dies (Sep 18, 2003);lesbos;Turkish Daily News;http://www.turkishdailynews.com.tr/archives.php?id=33723;Del grande;617;1;;;Turkey;26.372171;39.16408;Eastern Mediteranean route Sea;
1013;01/10/2003 02:00;2003;Suffocated two men hidden in a cargo ship Ivorian live in La Coruna (Oct 1, 2003);coruna;Migration News Sheet;http://www.migpolgroup.com/topics/2054.html;Del grande;621;2;;;Spain;-8.41154;43.362344;;
1012;01/10/2003 02:00;2003;Hidden in containers of a cargo ship departed from Guinea, plunge into the sea arrived in the port of Le Havre, 3 drowned (Oct 1, 2003);havre;Liberation;http://www.liberation.fr/page.php?Article=148792;Del grande;622;3;;;France;0.107929;49.49437;;
1011;03/10/2003 02:00;2003;Agent of the Civil Guard kills with a pistol shot a man at the border of Ceuta. The victim was part of a group of migrants were discovered by police while climbing over the networks of the Moroccan border, who began throwing stones at the officers to avoid arrest (Oct 3, 2003);ceuta;El Pais;http://www.elpais.com/articulo/espana/guardia/civil/mata/tiro/marroqui/trataba/cruzar/frontera/Ceuta/elpepuesp/20031003elpepunac_9/Tes;Del grande;623;1;;;Spain;-5.324636;35.888384;Western Mediteranean route;
1010;03/10/2003 02:00;2003;Sinking boat 37 miles south of Lampedusa, 1 drowned (Oct 3, 2003);lampedusa;Ansa;http://dea.ansa.it/;Del grande;624;1;;;Italy;12.59292;35.508622;Central Mediteranean route;
1009;03/10/2003 02:00;2003;It overturns a boat heading to the island of Evia, 5 drowned (Oct 3, 2003);evia;Ansa;http://dea.ansa.it/;Del grande;625;5;;;Greece;23.858474;38.523604;Eastern Mediteranean route Sea;
1008;05/10/2003 02:00;2003;Found the bodies of two men drowned in the Canary Islands, in Bahia Feliz and San Bartolome de Tirajana (Oct 5, 2003);tirajana;El Pais;http://www.elpais.com/articulo/espana/Hallados/cadaveres/inmigrantes/aguas/Canarias/elpepiesp/20031005elpepinac_12/Tes;Del grande;626;2;;;Spain;-15.57903;27.759555;Western African route;
1007;11/10/2003 02:00;2003;Found the body of a man hidden in the undercarriage of a plane landed at Charles de Gaulle airport in Paris (Oct 11, 2003);paris;L'Humanit;http://www.humanite.fr/journal/2003-10-11/2003-10-11-380485;Del grande;627;1;;;France;2.352222;48.856614;;
1006;11/10/2003 02:00;2003;A boat carrying 30 people sank off the coast of Lampedusa. 11 dead, including 3 children (Oct 11, 2003);lampedusa;La Repubblica;http://www.repubblica.it/2003/g/sezioni/cronaca/sbarchi/undici/undici.html;Del grande;628;11;;;Italy;12.59292;35.508622;Central Mediteranean route;
999;27/10/2003 01:00;2003;Two youth drown in Rota, Cadiz, to capsize the boat they were traveling at a hundred meters from the shore (Oct 27, 2003);cadiz;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/playa/Rota/Ceuta/elpepiesp/20031027elpepinac_28/Tes;Del grande;635;2;;;Spain;-6.288596;36.527061;Western Mediteranean route;
998;07/11/2003 01:00;2003;Clinging hidden under a container to travel on a cargo ship bound for Europe from the port of Rades, near Tunis, a man dies crushed by the blades of the machine to load the containers (Nov 7, 2003);tunis;Ansa;http://dea.ansa.it/;Del grande;636;1;;;Tunisia;10.16596;36.81881;Central Mediteranean route;
997;08/11/2003 01:00;2003;A rescue boat adrift for days off the coast of Motril. On board 2 deaths. According to survivors, 8 other young people are drowned by falling into the sea exhausted or diving in a panic (Nov 8, 2003);Motril, spain;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/patera/llego/Motril/murieron/ahogados/elpepiesp/20031113elpepinac_13/Tes;Del grande;637;2;;;Spain;-3.516861;36.748374;Western Mediteranean route;
996;11/11/2003 01:00;2003;Rescued by fishermen off the coast of Pantelleria boat of luck. Above are 6 Iraqi refugees. 1 is dead. 3 others hospitalized in serious condition (Nov 11, 2003);pantelleria;Il Manifesto;http://www.meltingpot.org/articolo1334.html;Del grande;638;1;;;Italy;11.940496;36.828221;Central Mediteranean route;
995;13/11/2003 01:00;2003;Recovered the bodies of two drowned men along the Libyan coast (Nov 13, 2003);libyan;Pana;http://www.libya-watanona.com/news/n2003/nov/1103nwsc.htm;Del grande;639;2;;;Libya;17.228331;26.3351;;
994;16/11/2003 01:00;2003;Recovered along the beaches of El Puerto de Santa Maria, Cadiz, the corpse in an advanced state of decomposition of a drowned man (Nov 16, 2003);cadiz;El Pais;http://www.elpais.com/articulo/espana/Hallan/cadaver/zona/proxima/lugar/naufrago/patera/Rota/elpepuesp/20031116elpepunac_5/Tes;Del grande;640;1;;;Spain;-6.288596;36.527061;Western Mediteranean route;
992;03/12/2003 01:00;2003;Boat rescued 37 kilometers south of the island of Fuerteventura, in the Canary Islands. During the operations of the approaching boat capsizes. 15 men die drowned, their bodies are scattered in the sea (Dec 3, 2003);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/Quince/inmigrantes/desaparecen/mar/durante/rescate/patera/Fuerteventura/elpepunac/20031203elpepinac_25/Tes;Del grande;642;15;;;Spain;-14.053676;28.358744;Western African route;
991;04/12/2003 01:00;2003;The fishing boat from Mazara Marcant Antonio I recovered at sea the body of a man who drowned off Lampedusa (Dec 4, 2003);lampedusa;Ansa;http://dea.ansa.it/;Del grande;643;1;;;Italy;12.59292;35.508622;Central Mediteranean route;
990;05/12/2003 01:00;2003;Recovered the bodies of 10 drowned in a shipwreck off the coast of Motril, Granada (Dec 5, 2003);granada;El Pais;http://www.elpais.com/articulo/espana/Infierno/bordo/patera/costas/Granada/elpepiesp/20031205elpepinac_13/Tes;Del grande;644;10;;;Spain;-3.598557;37.177336;Western Mediteranean route;
988;03/01/2004 01:00;2004;Port of Pasaia. Found the bodies of two young people who died in a compartment of the hold where they had hidden on a cargo ship departed from Cameroon (Jan 3, 2004);pasaia;El Pais;http://www.elpais.com/articulo/espana/Hallado/cadaver/segundo/inmigrante/buque/Apollo/Lion/elpepiesp/20040103elpepinac_14/Tes;Del grande;646;2;;;Spain;-1.93014;43.32547;;
987;12/01/2004 01:00;2004;Near Durres wrecked a boat party from Vlora. 21 dead, 11 survivors, many missing. A second boat bound for Italy has lost all trace (Jan 12, 2004);vlora;Il Manifesto;http://www.meltingpot.org/articolo1766.html;Del grande;647;21;;;Albania;19.490219;40.471882;;
981;05/02/2004 01:00;2004;Found the corpses in an advanced state of decomposition of 2 men hidden on a cargo ship docked at the port of Hull Ghanaian (Feb 5, 2004);ghana;Bbc;http://news.bbc.co.uk/2/hi/uk_news/england/humber/3464703.stm;Del grande;653;2;;;Great Britain;-1.023194;7.946527;;
980;15/02/2004 01:00;2004;15 dead, 3 missing at sea after a boat direct to the Canary Islands spills in the waters of Laayoun (Feb 15, 2004);laayoun;Alter Forum;http://docs.google.com/viewer?url=http://www.aedh.eu/fichiers/Rapport%20annexe%20_bis_%20-fr.pdf;Del grande;654;18;;;Sahara;-13.203333;27.153611;Western African route;
979;22/02/2004 01:00;2004;A group tries to climb over the fence of the frontier of Melilla. The Moroccan soldiers shoot. A young man is shot in the head and dies (Feb 22, 2004);melilla;Msf;http://docs.google.com/viewer?url=http://www.meltingpot.org/IMG/pdf/Report_MoroccoENG_DFF.pdf;Del grande;655;1;;;Morocco;-2.938097;35.292278;Western Mediteranean route;
976;29/03/2004 02:00;2004;Shipwreck on the routes between Anjouan and Mayotte, 13 missing (Mar 29, 2004);mayotte;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;658;13;;;Mayotte;45.166244;-12.8275;;
975;01/04/2004 02:00;2004;2 youth killed by the gunfire of the Moroccan auxiliary forces in an attempt to climb over the barrier along the border of Melilla (Apr 1, 2004);melilla;Amnesty International;http://web.amnesty.org/library/Index/ENGEUR410112005;Del grande;659;2;;;Morocco;-2.938097;35.292278;Western Mediteranean route;
973;12/04/2004 02:00;2004;Recovered from the waters of Dakhla the bodies of 12 men drowned in a shipwreck just left for the Canary Islands (Apr 12, 2004);dakhla;Apdha;http://docs.google.com/viewer?url=http://www.aedh.eu/fichiers/Rapport%20annexe%20_bis_%20-fr.pdf;Del grande;661;12;;;Sahara;-15.93698;23.69751;Western African route;
971;23/04/2004 02:00;2004;Found the body of a girl along the beaches of Las Chuchas, in Motril, Granada (Apr 23, 2004);granada;El Pais;http://www.elpais.com/articulo/espana/inmigrante/muere/desembarcar/playa/Granada/elpepiesp/20040423elpepinac_32/Tes;Del grande;663;1;;;Spain;-3.598557;37.177336;Western Mediteranean route;
965;20/05/2004 02:00;2004;5 found dead in the hold of the Liberian merchant Nathalie Bolder party from the Ivory Coast and directed the Canary Islands, on which were hidden (May 20, 2004);canary;El Pais;http://www.elpais.com/articulo/espana/mercante/procedente/Costa/Marfil/llega/Canarias/polizones/muertos/elpepiesp/20040522elpepinac_18/Tes;Del grande;669;5;;;Spain;-16.62913;28.291564;Western African route;
962;02/06/2004 02:00;2004;A truck carrying 110 people capsizes in an accident in Kozluk, Batman. A man dies, 61 wounded (Jun 2, 2004);Kozluk, Batman, turkey;Turkish Daily News;http://www.turkishdailynews.com.tr/archives.php?id=36646;Del grande;672;1;;;Turkey;41.493993;38.177296;;
960;07/06/2004 02:00;2004;Found the remains of 13 men drowned, along the shores of the islet of Koufonissi, south of Crete (Jun 7, 2004);crete;Kathimerini;http://www.ekathimerini.com/4dcgi/news/content.asp?aid=43633;Del grande;674;13;;;Greece;24.809269;35.240117;Eastern Mediteranean route Sea;
957;02/07/2004 02:00;2004;Shipwreck in the Sicilian Channel, 30 dead (Jul 2, 2004);sicily;La Repubblica;http://archivio.repubblica.extra.kataweb.it/archivio;Del grande;677;30;;;Italy;14.015356;37.599994;Central Mediteranean route;
954;01/08/2004 02:00;2004;Off the coast of Cadiz sinks a ship, 5 bodies recovered, 25 missing (Aug 1, 2004);cadiz;Rainews24;http://www.rainews24.it/Notizia.asp?NewsID=48429;Del grande;680;30;;;Spain;-6.288596;36.527061;Western Mediteranean route;
953;06/08/2004 02:00;2004;One dead and 4 wounded on antipersonnel minefields in Evros in north-eastern border with Turkey (Aug 6, 2004);evros;Ansa;http://dea.ansa.it/;Del grande;681;4;;;Greece;26.135943;41.244376;Eastern Mediteranean route Land;
951;10/08/2004 02:00;2004;Sicily Channel: missing for two days two boats with 41 Somali (Aug 10, 2004);sicily;La Repubblica;http://archivio.repubblica.extra.kataweb.it/archivio;Del grande;683;41;;;Italy;14.015356;37.599994;Central Mediteranean route;
950;10/08/2004 02:00;2004;Found the body of a drowned man along the beaches of Algeciras (Aug 10, 2004);algeciras;El Pais;http://www.elpais.com/articulo/espana/Interceptados/109/papeles/elpepiesp/20040810elpepinac_12/Tes;Del grande;684;1;;;Spain;-5.453909;36.132977;Western Mediteranean route;
947;21/08/2004 02:00;2004;Landing in Fuerteventura. At 20 meters from the shore passengers jumping into the water to touch believing. 4 of them die drowned not knowing to swim (Aug 21, 2004);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/papeles/mueren/volcar/patera/metros/costa/canaria/elpepuesp/20040821elpepunac_4/Tes;Del grande;687;4;;;Spain;-14.053676;28.358744;Western African route;
946;22/08/2004 02:00;2004;Recovered the bodies of two men drowned off the coast of Motril, near Granada, and Los Barrios, near Cadiz (Aug 22, 2004);barrios;El Pais;http://www.elpais.com/articulo/andalucia/Detenidos/197/inmigrantes/recuperados/cadaveres/elpepuespand/20040822elpand_2/Tes;Del grande;688;2;;;Spain;-8.185424;43.351149;;
943;30/08/2004 02:00;2004;Expelled from Libya and abandoned to the Egyptian border, 2 people died from the heat (Aug 30, 2004);egypt;Whashington Times;http://washingtontimes.com/upi-breaking/20040829-095857-9521r.htm;Del grande;691;2;;;Libya;30.802498;26.820553;;
942;31/08/2004 02:00;2004;Found in the waters of the port of Algeciras the body of a drowned man (Aug 31, 2004);algeciras;El Pais;http://www.elpais.com/articulo/espana/Interceptados/220/papeles/Andalucia/Fuerteventura/elpepiesp/20040831elpepinac_12/Tes;Del grande;692;1;;;Spain;-5.453909;36.132977;Western Mediteranean route;
941;03/09/2004 02:00;2004;Fished in the waters of Tangier, the bodies of two castaways (Sep 3, 2004);tangier;Apdha;http://docs.google.com/viewer?url=http://www.december18.net/web/docpapers/doc2321.pdf;Del grande;693;1;;;Spain;-5.8;35.766667;Western Mediteranean route;
940;04/09/2004 02:00;2004;Recovered the corpse of a drowned man along the beaches of Ceuta in Benz (Sep 4, 2004);ceuta;El Pais;http://www.elpais.com/articulo/espana/numero/inmigrantes/llegados/patera/ha/descendido/va/ano/elpepiesp/20040904elpepinac_11/Tes;Del grande;694;1;;;Spain;-5.324636;35.888384;Western Mediteranean route;
938;10/09/2004 02:00;2004;Melilla found the body of a drowned man, Hipica along the beach, a few hundred meters from the Moroccan port of Beni-Enzar (Sep 10, 2004);melilla;Apdha;http://docs.google.com/viewer?url=http://www.december18.net/web/docpapers/doc2321.pdf;Del grande;696;1;;;Spain;-2.938097;35.292278;Western Mediteranean route;
936;15/09/2004 02:00;2004;Found along the coast of Lesvos 5 corpses (Sep 15, 2004);lesvos;Kathimerini;http://www.ekathimerini.com/4dcgi/_w_articles_politics_100023_15/09/2004_47310;Del grande;698;5;;;Greece;26.372171;39.16408;Eastern Mediteranean route Sea;
935;21/09/2004 02:00;2004;Off Klibia, sinking a small boat. 5 missing (Sep 21, 2004);Klibia;Afrology;http://www.afrology.com/soc/immigrer.html;Del grande;699;5;;;Tunisia;11.1;36.85;Central Mediteranean route;
934;24/09/2004 02:00;2004;The Tunisian coast guard found 4 dead on board a barge directly in Italy, a fifth person is dying (Sep 24, 2004);tunis;Tunezine;http://www.tunezine.com/breve.php3?id_breve=395;Del grande;700;5;;;Tunisia;10.16596;36.81881;Central Mediteranean route;
932;03/10/2004 02:00;2004;Shipwreck off the coast of Chott Meriem: 62 bodies recovered, 2 missing (Oct 3, 2004);Chott Meriem, tunisia;Tunezine;http://www.tunezine.com/breve.php3?id_breve=738;Del grande;702;64;;;Tunisia;10.560222;35.91507;Central Mediteranean route;
931;06/10/2004 02:00;2004;Minefield in Evros, greek-turkish border. An explosion ago 1 dead. He tried to enter illegally in Greece (Oct 6, 2004);evros;DerStandard;http://derstandard.at/?url=/?id=1814062;Del grande;703;1;;;Greece;26.135943;41.244376;Eastern Mediteranean route Land;
930;07/10/2004 02:00;2004;Shipwreck off Bizerbe, 2 missing (Oct 7, 2004);Bizerte, tunisia;Tunezine;http://www.tunezine.com/breve.php3?id_breve=574;Del grande;704;2;;;Tunisia;9.873071;37.27626;Central Mediteranean route;
929;08/10/2004 02:00;2004;The Libyan authorities claim to have returned to Niger in September, about 5,000 illegal immigrants in trucks. According to the gendarmerie of Agadez (Niger), in a crash in the Sahara 12 people died and 50 were seriously injured (Oct 8, 2004);agadez;Ansa;http://dea.ansa.it/;Del grande;705;12;;;Niger;7.983333;16.966667;;
928;15/10/2004 02:00;2004;Shipwreck off Lampedusa: 1 dead, 1 missing (Oct 15, 2004);lampedusa;Corsera;http://www.meltingpot.org/articolo3909.html;Del grande;706;2;;;Italy;12.59292;35.508622;Central Mediteranean route;
927;17/10/2004 02:00;2004;Found south of Tarfaya the bodies of 26 young men drowned in a shipwreck (Oct 17, 2004);tarfaya;Abc;http://www.abc.es/hemeroteca/historico-17-10-2004/Nacional/una-veintena-de-cadaveres-desvela-el-naufragio-de-una-patera-frente-a-canarias_9624225731268.html;Del grande;707;1;;;Sahara;-12.91871;27.93556;Western African route;
926;02/11/2004 01:00;2004;Boy dies suffocated, he was hiding in a Dutch container loaded on a ferry greek direct to Ancona (Nov 2, 2004);ancona;Kathimerini;http://www.ekathimerini.com/4dcgi/_w_articles_politics_100022_01/11/2004_48985;Del grande;708;1;;;Greece;13.518915;43.61583;;
925;11/11/2004 01:00;2004;A small boat is turned upside down. 11 dead and 6 missing (Nov 11, 2004);Turkey;Xinhuanet;http://news.xinhuanet.com/english/2004-11/13/content_2212184.htm;Del grande;709;17;;;Turkey;35.243322;38.963745;;
924;12/11/2004 01:00;2004;Off the Canary Islands, a boat overturns, 7 killed (Nov 12, 2004);canary;El Pais;http://www.elpais.com/articulo/espana/Desaparecen/inmigrantes/naufragar/patera/frente/costa/Fuerteventura/elpepuesp/20041112elpepunac_8/Tes;Del grande;710;7;;;Spain;-16.62913;28.291564;Western African route;
923;14/11/2004 01:00;2004;Off Tripoli two ships in distress are sinking. 5 dead (Nov 14, 2004);tripoli;News24;http://www.news24.com/News24/Africa/News/0;Del grande;711;5;;;Libya;13.187507;32.876174;Central Mediteranean route;
917;03/12/2004 01:00;2004;Tips at the time of the rescue boat off the coast of Fuerteventura, in the Canary Islands, 4 drowned, their bodies lost at sea (Dec 3, 2004);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/inmigrantes/desaparecen/naufragar/pateras/costas/Fuerteventura/elpepuesp/20041204elpepunac_3/Tes;Del grande;717;4;;;Spain;-14.053676;28.358744;Western African route;
916;07/12/2004 01:00;2004;Minefield in Evros, greek-turkish border. An explosion ago 2 deaths. They tried to enter illegally in Greece (Dec 7, 2004);evros;Kathimerini;http://www.ekathimerini.com/4dcgi/_w_articles_politics_100013_06/12/2004_50387;Del grande;718;2;;;Greece;26.135943;41.244376;Eastern Mediteranean route Land;
915;11/12/2004 01:00;2004;Sink a small boat near Samos. 3 dead (Dec 11, 2004);samos;The Australian;http://www.theaustralian.news.com.au/common/story_page/0;Del grande;719;3;;;Greece;26.820351;37.743215;Eastern Mediteranean route Sea;
914;15/12/2004 01:00;2004;Found a body on the coast of the Greek island Barbalia (Dec 15, 2004);Barbalia, greece;Kathimerini;http://www.ekathimerini.com/4dcgi/_w_articles_politics_100020_15/12/2004_50735;Del grande;720;1;;;Greece;26.437219;39.309142;Eastern Mediteranean route Sea;
913;16/12/2004 01:00;2004;Found a body on the coast of Malta, who probably died during the last landing of 90 people on the island (Dec 16, 2004);malta;La Repubblica;http://www.meltingpot.org/articolo4378.html;Del grande;721;1;;;Malta;14.375416;35.937496;Central Mediteranean route;
911;22/12/2004 01:00;2004;It sinks in Martil Tetouan boat heading to Spain. At least 20 missing (Dec 22, 2004);tetouan;Ahdath Magribia;http://docs.google.com/viewer?url=http://www.aedh.eu/fichiers/Rapport%20annexe%20_bis_%20-fr.pdf;Del grande;723;20;;;Morocco;-5.368435;35.57621;Western Mediteranean route;
910;22/12/2004 01:00;2004;A man dies of cold in an attempt to cross the Turkish border on foot in the mountains of Gurpinar in the eastern province of Van (Dec 22, 2004);Gurpinar, van, turkey;Turkish Press;http://archive.turkishpress.com/news.asp?id=35277;Del grande;724;1;;;Turkey;43.389597;38.321027;;
908;23/12/2004 01:00;2004;Rescued boat in the waters of Fuerteventura, in the Canary Islands. On board 2 dead (Dec 23, 2004);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/Hallados/muertos/inmigrantes/patera/deriva/cerca/Fuerteventura/elpepuesp/20041222elpepunac_13/Tes;Del grande;726;2;;;Spain;-14.053676;28.358744;Western African route;
906;26/12/2004 01:00;2004;Scattered off the Canary Islands, a boat with thirty passengers on board. A man had reported a drift boat, and the boat itself had referred the migrants rescued December 24 (Dec 26, 2004);canary;El Pais;http://www.elpais.com/articulo/espana/helicoptero/busca/barca/elpepiesp/20041226elpepinac_8/Tes;Del grande;728;30;;;Spain;-16.62913;28.291564;Western African route;
903;01/01/2005 01:00;2005;Landing in Lanzarote, 1 dead (Jan 1, 2005);lanzarote;El Mundo;http://www.elmundo.es/elmundo/2005/01/01/sociedad/1104577434.html;Del grande;731;1;;;Spain;-13.589973;29.046854;Western African route;
;02/01/2005 00:00;2005;died crossing the Oder/Neisse border (suicide possible). German police did not record the precise date.;;German Federal Police;;;;3;Germany;Poland;Germany;14.197083;52.825559;;drowned
902;03/01/2005 01:00;2005;A ship bound for Greece tips off the Turkish coast. 2 dead, 1 missing (Jan 3, 2005);Turkey;Turkish Press;http://www.turkishpress.com/news.asp?ID=35527;Del grande;732;3;;;Turkey;35.243322;38.963745;;
901;06/01/2005 01:00;2005;Rescued a boat landed in Fuerteventura, 1 dead (Jan 6, 2005);fuerteventura;El Pais;http://www.elpais.com/articulo/espana/Dramatico/rescate/90/inmigrantes/costa/Fuerteventura/elpepiesp/20050106elpepinac_22/Tes;Del grande;733;1;;;Spain;-14.053676;28.358744;Western African route;
900;10/01/2005 01:00;2005;Sink a small boat to the island Samos in the Aegean Sea live. 3 dead, 13 survivors were arrested (Jan 10, 2005);samos;The Australian;http://www.theaustralian.news.com.au/common/story_page/0;Del grande;734;3;;;Greece;26.820351;37.743215;Eastern Mediteranean route Sea;
897;22/02/2005 01:00;2005;Landing in Almeria, one of the passengers died of hypothermia (Feb 22, 2005);almeria;El Pais;http://www.elpais.com/articulo/espana/Muere/inmigrante/hipotermia/llegar/otros/patera/Almeria/elpepiesp/20050222elpepinac_22/Tes;Del grande;737;1;;;Spain;-2.463714;36.834047;Western Mediteranean route;
895;26/02/2005 01:00;2005;Boat rescued 60 miles north of Cap Falcon, Oran. 2 dead on board (Feb 26, 2005);oran;Algeria watch;http://www.algeria-watch.org/fr/mrv/mrvref/clandestins_morts.htm;Del grande;739;2;;;Algeria;-0.633056;35.696944;Western Mediteranean route;
894;27/02/2005 01:00;2005;Found the body of a woman drowned in Punta Acebuche, Algeciras, Cadiz (Feb 27, 2005);algeciras;El Periodico Mediterraneo;http://www.elperiodicomediterraneo.com/noticias/noticia.asp?pkid=150288;Del grande;740;1;;;Spain;-5.453909;36.132977;Western Mediteranean route;
893;07/03/2005 01:00;2005;36 died in a shipwreck south of Mayotte, between Sada and Bouni, a kwassa kwassa party from Anjouan (Mar 7, 2005);sada;Mayotte sans frontires;http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html;Del grande;741;36;;;France;-8.255738;43.355524;;
892;12/03/2005 01:00;2005;Fished at sea in the waters of Foum el Oeud, near Laayoun, the bodies of 30 men drowned in a shipwreck on the routes to the Canary Islands (Mar 12, 2005);laayoun;Afvic;http://www.resaq.org/article.php3?id_article=349;Del grande;742;30;;;Sahara;-13.203333;27.153611;Western African route;
891;24/03/2005 01:00;2005;Missing a boat off the coast of Lampedusa, some 100 people on board, ignored the alarm raised by a fisherman Mazzara (Mar 24, 2005);mazzara;La Repubblica;http://www.repubblica.it/2005/c/sezioni/cronaca/sbarchi/peschereccio/peschereccio.html;Del grande;743;100;;;Italy;13.180775;37.969674;Central Mediteranean route;
889;24/03/2005 01:00;2005;Ragusa, Sicily smugglers throw passengers overboard to avoid detection of the Italian patrol boats. 6 dead, 3 missing (Mar 24, 2005);ragusa;Rainews24;http://www.rainews24.it/Notizia.asp_NewsID=53288;Del grande;745;9;;;Italy;14.725513;36.926927;Central Mediteranean route;
887;11/04/2005 02:00;2005;Rescued off the coast of Oran boat adrift for nine days, had left al-Hoceima, Morocco to Spain. On board 24 survivors and two dead bodies, but they had started in 42. Probably thrown overboard by his companions the bodies of 16 more victims (Apr 11, 2005);oran;Algeria Watch;http://www.algeria-watch.org/fr/mrv/mrvref/pateras_perdue.htm;Del grande;747;18;;;Algeria;-0.633056;35.696944;Western Mediteranean route;
886;12/04/2005 02:00;2005;Off the Canary Islands sinking two ships. At least 14 dead (Apr 12, 2005);canary;Rainews24;http://www.rainews24.it/Notizia.asp?NewsID=46646;Del grande;748;14;;;Spain;-16.62913;28.291564;Western African route;
